groups	cs_A	cs_B	cs_D
OG0020737	TraesCS7A02G308600.1	TraesCS7B02G208700.1	TraesCS7D02G305300.1
OG0020738	TraesCS7A02G308700.1	TraesCS7B02G208800.1	TraesCS7D02G305400.1
OG0020739	TraesCS7A02G308900.1	TraesCS7B02G208900.1	TraesCS7D02G305600.1
OG0020740	TraesCS7A02G309000.1	TraesCS7B02G209000.1	TraesCS7D02G305700.1
OG0020741	TraesCS7A02G309100.1	TraesCS7B02G209100.1	TraesCS7D02G305800.1
OG0020742	TraesCS7A02G309200.2	TraesCS7B02G209200.1	TraesCS7D02G305900.1
OG0020743	TraesCS7A02G309300.1	TraesCS7B02G209300.1	TraesCS7D02G306000.1
OG0020744	TraesCS7A02G309400.1	TraesCS7B02G209400.1	TraesCS7D02G306100.1
OG0020745	TraesCS7A02G309500.1	TraesCS7B02G209500.1	TraesCS7D02G306200.1
OG0020746	TraesCS7A02G309600.1	TraesCS7B02G209600.1	TraesCS7D02G306300.1
OG0020747	TraesCS7A02G309700.1	TraesCS7B02G209700.1	TraesCS7D02G306400.1
OG0020748	TraesCS7A02G309800.1	TraesCS7B02G209800.1	TraesCS7D02G306500.1
OG0020749	TraesCS7A02G309900.1	TraesCS7B02G209900.1	TraesCS7D02G306600.1
OG0020750	TraesCS7A02G310100.1	TraesCS7B02G210000.1	TraesCS7D02G306700.1
OG0020751	TraesCS7A02G310200.1	TraesCS7B02G210100.1	TraesCS7D02G306800.4
OG0020752	TraesCS7A02G310300.2	TraesCS7B02G210200.1	TraesCS7D02G306900.1
OG0020753	TraesCS7A02G310600.1	TraesCS7B02G210400.1	TraesCS7D02G307100.2
OG0020754	TraesCS7A02G310700.1	TraesCS7B02G210500.1	TraesCS7D02G307200.1
OG0020755	TraesCS7A02G311100.1	TraesCS7B02G210700.2	TraesCS7D02G307500.1
OG0020756	TraesCS7A02G311200.1	TraesCS7B02G210800.1	TraesCS7D02G307600.1
OG0020757	TraesCS7A02G311300.1	TraesCS7B02G210900.1	TraesCS7D02G307700.1
OG0020758	TraesCS7A02G311700.1	TraesCS7B02G211500.1	TraesCS7D02G308200.1
OG0020759	TraesCS7A02G311800.1	TraesCS7B02G211600.1	TraesCS7D02G308300.1
OG0020760	TraesCS7A02G312000.1	TraesCS7B02G211800.1	TraesCS7D02G308500.1
OG0020761	TraesCS7A02G312200.1	TraesCS7B02G211900.1	TraesCS7D02G308600.1
OG0020762	TraesCS7A02G312300.1	TraesCS7B02G212000.1	TraesCS7D02G308700.1
OG0020763	TraesCS7A02G312400.1	TraesCS7B02G212100.1	TraesCS7D02G308800.1
OG0020764	TraesCS7A02G312500.1	TraesCS7B02G212200.1	TraesCS7D02G308900.1
OG0020765	TraesCS7A02G312600.1	TraesCS7B02G212300.1	TraesCS7D02G309000.1
OG0020766	TraesCS7A02G312700.2	TraesCS7B02G212400.2	TraesCS7D02G309100.1
OG0020767	TraesCS7A02G312900.2	TraesCS7B02G212900.1	TraesCS7D02G309300.2
OG0020768	TraesCS7A02G313200.1	TraesCS7B02G213600.1	TraesCS7D02G309600.3
OG0020769	TraesCS7A02G313300.1	TraesCS7B02G213800.1	TraesCS7D02G309800.1
OG0020770	TraesCS7A02G313400.1	TraesCS7B02G213900.1	TraesCS7D02G309900.1
OG0020771	TraesCS7A02G313500.1	TraesCS7B02G214100.1	TraesCS7D02G310100.1
OG0020772	TraesCS7A02G313600.1	TraesCS7B02G214300.2	TraesCS7D02G310200.1
OG0020773	TraesCS7A02G313700.1	TraesCS7B02G214400.1	TraesCS7D02G310300.1
OG0020774	TraesCS7A02G313800.1	TraesCS7B02G214700.1	TraesCS7D02G310600.1
OG0020775	TraesCS7A02G313900.1	TraesCS7B02G214800.1	TraesCS7D02G310800.1
OG0020776	TraesCS7A02G314000.1	TraesCS7B02G214900.1	TraesCS7D02G311200.1
OG0020777	TraesCS7A02G314100.1	TraesCS7B02G215000.1	TraesCS7D02G311300.1
OG0020778	TraesCS7A02G314300.1	TraesCS7B02G215100.1	TraesCS7D02G311500.1
OG0020779	TraesCS7A02G314500.1	TraesCS7B02G215200.1	TraesCS7D02G311600.1
OG0020780	TraesCS7A02G314900.1	TraesCS7B02G215500.1	TraesCS7D02G312000.1
OG0020781	TraesCS7A02G315100.1	TraesCS7B02G215600.1	TraesCS7D02G312100.1
OG0020782	TraesCS7A02G315200.1	TraesCS7B02G215700.1	TraesCS7D02G312200.1
OG0020783	TraesCS7A02G315300.1	TraesCS7B02G215800.1	TraesCS7D02G312300.1
OG0020784	TraesCS7A02G315400.1	TraesCS7B02G216400.1	TraesCS7D02G312400.1
OG0020785	TraesCS7A02G315500.1	TraesCS7B02G216500.1	TraesCS7D02G312500.2
OG0020786	TraesCS7A02G315700.1	TraesCS7B02G216700.1	TraesCS7D02G312700.1
OG0020788	TraesCS7A02G316000.1	TraesCS7B02G217000.1	TraesCS7D02G313000.1
OG0020789	TraesCS7A02G316100.1	TraesCS7B02G217200.1	TraesCS7D02G313100.1
OG0020790	TraesCS7A02G316300.1	TraesCS7B02G217900.1	TraesCS7D02G313800.1
OG0020791	TraesCS7A02G316500.1	TraesCS7B02G217700.1	TraesCS7D02G313600.2
OG0020792	TraesCS7A02G316600.1	TraesCS7B02G217600.1	TraesCS7D02G313500.1
OG0020793	TraesCS7A02G316700.1	TraesCS7B02G217500.1	TraesCS7D02G313400.1
OG0020794	TraesCS7A02G316900.1	TraesCS7B02G218000.2	TraesCS7D02G313900.3
OG0020795	TraesCS7A02G317600.1	TraesCS7B02G219000.2	TraesCS7D02G314300.1
OG0020796	TraesCS7A02G317700.1	TraesCS7B02G219100.1	TraesCS7D02G314400.1
OG0020797	TraesCS7A02G318200.1	TraesCS7B02G219200.2	TraesCS7D02G314900.1
OG0020798	TraesCS7A02G318500.1	TraesCS7B02G219400.1	TraesCS7D02G315100.1
OG0020799	TraesCS7A02G318600.1	TraesCS7B02G219500.1	TraesCS7D02G315200.1
OG0020800	TraesCS7A02G318700.1	TraesCS7B02G219600.1	TraesCS7D02G315300.1
OG0020801	TraesCS7A02G318800.1	TraesCS7B02G219700.1	TraesCS7D02G315400.1
OG0020802	TraesCS7A02G319100.1	TraesCS7B02G219900.1	TraesCS7D02G315600.1
OG0020803	TraesCS7A02G319200.1	TraesCS7B02G220000.2	TraesCS7D02G315700.1
OG0020804	TraesCS7A02G319300.1	TraesCS7B02G220100.1	TraesCS7D02G315800.1
OG0020805	TraesCS7A02G319400.2	TraesCS7B02G220200.1	TraesCS7D02G315900.1
OG0020806	TraesCS7A02G319500.1	TraesCS7B02G220500.1	TraesCS7D02G316100.1
OG0020807	TraesCS7A02G319600.1	TraesCS7B02G220600.1	TraesCS7D02G316200.1
OG0020808	TraesCS7A02G319800.1	TraesCS7B02G220800.1	TraesCS7D02G316400.1
OG0020809	TraesCS7A02G319900.1	TraesCS7B02G220900.1	TraesCS7D02G316500.1
OG0020810	TraesCS7A02G320200.1	TraesCS7B02G221200.1	TraesCS7D02G317100.1
OG0020811	TraesCS7A02G320300.1	TraesCS7B02G221300.2	TraesCS7D02G317200.1
OG0020812	TraesCS7A02G320500.1	TraesCS7B02G221500.1	TraesCS7D02G317400.1
OG0020813	TraesCS7A02G320600.1	TraesCS7B02G221600.1	TraesCS7D02G317500.1
OG0020814	TraesCS7A02G320800.1	TraesCS7B02G221700.1	TraesCS7D02G317600.1
OG0020815	TraesCS7A02G321000.1	TraesCS7B02G221800.1	TraesCS7D02G318000.1
OG0020816	TraesCS7A02G321100.1	TraesCS7B02G222200.1	TraesCS7D02G318200.1
OG0020817	TraesCS7A02G321200.1	TraesCS7B02G222300.1	TraesCS7D02G318300.1
OG0020818	TraesCS7A02G321500.1	TraesCS7B02G222400.1	TraesCS7D02G318400.1
OG0020819	TraesCS7A02G321600.1	TraesCS7B02G222500.1	TraesCS7D02G318600.2
OG0020820	TraesCS7A02G321700.1	TraesCS7B02G222600.1	TraesCS7D02G318700.2
OG0020821	TraesCS7A02G321900.2	TraesCS7B02G222800.1	TraesCS7D02G318800.4
OG0020822	TraesCS7A02G322000.1	TraesCS7B02G222900.1	TraesCS7D02G318900.2
OG0020823	TraesCS7A02G322100.1	TraesCS7B02G223000.1	TraesCS7D02G319000.2
OG0020824	TraesCS7A02G322200.1	TraesCS7B02G223100.1	TraesCS7D02G319100.1
OG0020825	TraesCS7A02G322300.2	TraesCS7B02G223200.1	TraesCS7D02G319200.1
OG0020827	TraesCS7A02G322800.1	TraesCS7B02G223700.1	TraesCS7D02G319300.1
OG0020828	TraesCS7A02G322900.2	TraesCS7B02G223800.2	TraesCS7D02G319500.1
OG0020829	TraesCS7A02G323000.1	TraesCS7B02G223900.1	TraesCS7D02G319600.1
OG0020830	TraesCS7A02G323200.1	TraesCS7B02G224100.1	TraesCS7D02G319800.1
OG0020831	TraesCS7A02G323300.1	TraesCS7B02G224200.1	TraesCS7D02G319900.1
OG0020832	TraesCS7A02G323400.1	TraesCS7B02G224300.1	TraesCS7D02G320000.1
OG0020833	TraesCS7A02G323500.1	TraesCS7B02G224400.1	TraesCS7D02G320100.1
OG0020834	TraesCS7A02G323800.3	TraesCS7B02G224700.1	TraesCS7D02G320900.1
OG0020835	TraesCS7A02G324100.1	TraesCS7B02G224800.1	TraesCS7D02G320800.1
OG0020836	TraesCS7A02G324300.1	TraesCS7B02G224900.1	TraesCS7D02G320600.1
OG0020837	TraesCS7A02G324500.1	TraesCS7B02G225000.1	TraesCS7D02G320400.1
OG0020838	TraesCS7A02G324600.1	TraesCS7B02G225100.1	TraesCS7D02G320300.1
OG0020839	TraesCS7A02G324700.2	TraesCS7B02G225200.1	TraesCS7D02G321100.1
OG0020840	TraesCS7A02G324800.1	TraesCS7B02G225300.2	TraesCS7D02G321200.1
OG0020841	TraesCS7A02G324900.1	TraesCS7B02G225400.1	TraesCS7D02G321400.1
OG0020842	TraesCS7A02G325000.1	TraesCS7B02G225600.1	TraesCS7D02G321500.1
OG0020843	TraesCS7A02G325100.1	TraesCS7B02G225900.1	TraesCS7D02G321800.1
OG0020844	TraesCS7A02G325400.1	TraesCS7B02G226100.1	TraesCS7D02G322000.1
OG0020845	TraesCS7A02G325500.1	TraesCS7B02G226200.1	TraesCS7D02G322100.1
OG0020846	TraesCS7A02G325600.1	TraesCS7B02G226300.1	TraesCS7D02G322300.1
OG0020847	TraesCS7A02G325800.1	TraesCS7B02G226400.2	TraesCS7D02G322500.1
OG0020848	TraesCS7A02G325900.1	TraesCS7B02G226500.1	TraesCS7D02G322600.1
OG0020849	TraesCS7A02G326000.1	TraesCS7B02G226600.1	TraesCS7D02G322700.1
OG0020850	TraesCS7A02G326100.1	TraesCS7B02G226700.1	TraesCS7D02G322800.2
OG0020851	TraesCS7A02G326200.1	TraesCS7B02G226800.1	TraesCS7D02G322900.1
OG0020852	TraesCS7A02G326300.1	TraesCS7B02G226900.1	TraesCS7D02G323000.2
OG0020853	TraesCS7A02G326400.1	TraesCS7B02G227000.1	TraesCS7D02G323100.1
OG0020854	TraesCS7A02G326600.1	TraesCS7B02G227200.1	TraesCS7D02G323400.1
OG0020855	TraesCS7A02G326700.1	TraesCS7B02G227400.1	TraesCS7D02G323500.1
OG0020856	TraesCS7A02G326800.1	TraesCS7B02G227500.2	TraesCS7D02G323600.1
OG0020857	TraesCS7A02G326900.1	TraesCS7B02G227600.1	TraesCS7D02G323700.1
OG0020858	TraesCS7A02G327200.1	TraesCS7B02G227800.1	TraesCS7D02G323900.1
OG0020859	TraesCS7A02G327300.1	TraesCS7B02G227900.1	TraesCS7D02G324000.1
OG0020860	TraesCS7A02G327400.1	TraesCS7B02G228000.1	TraesCS7D02G324100.1
OG0020861	TraesCS7A02G327500.1	TraesCS7B02G228200.1	TraesCS7D02G324200.1
OG0020862	TraesCS7A02G327600.1	TraesCS7B02G228300.1	TraesCS7D02G324400.3
OG0020863	TraesCS7A02G327800.1	TraesCS7B02G228500.1	TraesCS7D02G324600.1
OG0020864	TraesCS7A02G327900.1	TraesCS7B02G228600.1	TraesCS7D02G324700.1
OG0020865	TraesCS7A02G328000.1	TraesCS7B02G228700.1	TraesCS7D02G324800.1
OG0020866	TraesCS7A02G328100.2	TraesCS7B02G228900.2	TraesCS7D02G324900.2
OG0020867	TraesCS7A02G328400.1	TraesCS7B02G229000.1	TraesCS7D02G325100.1
OG0020868	TraesCS7A02G328500.1	TraesCS7B02G229100.2	TraesCS7D02G325300.1
OG0020869	TraesCS7A02G328600.1	TraesCS7B02G229300.1	TraesCS7D02G325500.1
OG0020870	TraesCS7A02G328700.1	TraesCS7B02G229400.1	TraesCS7D02G325600.1
OG0020871	TraesCS7A02G328800.1	TraesCS7B02G229500.1	TraesCS7D02G325700.1
OG0020872	TraesCS7A02G329000.1	TraesCS7B02G229700.1	TraesCS7D02G325900.1
OG0020873	TraesCS7A02G329200.1	TraesCS7B02G229900.1	TraesCS7D02G326100.1
OG0020874	TraesCS7A02G329300.1	TraesCS7B02G230000.1	TraesCS7D02G326200.1
OG0020875	TraesCS7A02G329600.1	TraesCS7B02G230100.2	TraesCS7D02G326300.2
OG0020876	TraesCS7A02G329700.3	TraesCS7B02G230200.2	TraesCS7D02G326400.3
OG0020877	TraesCS7A02G329800.1	TraesCS7B02G230300.1	TraesCS7D02G326500.1
OG0020878	TraesCS7A02G329900.1	TraesCS7B02G230500.1	TraesCS7D02G326700.5
OG0020879	TraesCS7A02G330000.1	TraesCS7B02G230600.1	TraesCS7D02G326800.1
OG0020880	TraesCS7A02G330100.1	TraesCS7B02G230700.1	TraesCS7D02G326900.1
OG0020881	TraesCS7A02G330200.2	TraesCS7B02G230800.2	TraesCS7D02G327000.2
OG0020882	TraesCS7A02G330300.1	TraesCS7B02G231000.1	TraesCS7D02G327100.1
OG0020883	TraesCS7A02G330800.1	TraesCS7B02G241600.1	TraesCS7D02G339000.1
OG0020884	TraesCS7A02G330900.1	TraesCS7B02G241500.2	TraesCS7D02G339200.1
OG0020886	TraesCS7A02G331100.1	TraesCS7B02G242800.1	TraesCS7D02G339300.1
OG0020887	TraesCS7A02G331200.1	TraesCS7B02G242900.1	TraesCS7D02G339400.1
OG0020888	TraesCS7A02G331300.1	TraesCS7B02G243000.1	TraesCS7D02G339600.1
OG0020889	TraesCS7A02G331400.1	TraesCS7B02G243100.1	TraesCS7D02G339700.1
OG0020890	TraesCS7A02G331500.1	TraesCS7B02G243200.1	TraesCS7D02G339800.1
OG0020891	TraesCS7A02G331800.1	TraesCS7B02G243400.1	TraesCS7D02G339900.1
OG0020892	TraesCS7A02G332000.1	TraesCS7B02G243500.1	TraesCS7D02G340200.1
OG0020894	TraesCS7A02G332500.1	TraesCS7B02G244900.1	TraesCS7D02G341000.1
OG0020895	TraesCS7A02G332800.1	TraesCS7B02G244700.1	TraesCS7D02G340800.2
OG0020896	TraesCS7A02G332900.1	TraesCS7B02G244600.1	TraesCS7D02G340700.1
OG0020897	TraesCS7A02G333100.1	TraesCS7B02G244300.1	TraesCS7D02G340400.1
OG0020898	TraesCS7A02G333200.1	TraesCS7B02G244200.1	TraesCS7D02G340300.1
OG0020899	TraesCS7A02G333600.1	TraesCS7B02G245200.1	TraesCS7D02G341200.1
OG0020900	TraesCS7A02G333800.1	TraesCS7B02G245400.2	TraesCS7D02G341400.1
OG0020901	TraesCS7A02G334000.1	TraesCS7B02G245600.1	TraesCS7D02G341600.2
OG0020902	TraesCS7A02G334100.2	TraesCS7B02G245700.1	TraesCS7D02G341700.2
OG0020903	TraesCS7A02G334200.1	TraesCS7B02G246800.1	TraesCS7D02G341900.2
OG0020904	TraesCS7A02G334300.1	TraesCS7B02G246700.1	TraesCS7D02G342000.1
OG0020905	TraesCS7A02G334400.1	TraesCS7B02G246600.1	TraesCS7D02G342100.1
OG0020906	TraesCS7A02G334800.1	TraesCS7B02G246300.1	TraesCS7D02G342300.1
OG0020907	TraesCS7A02G334900.1	TraesCS7B02G246200.1	TraesCS7D02G342400.1
OG0020908	TraesCS7A02G335000.1	TraesCS7B02G246100.1	TraesCS7D02G342500.1
OG0020909	TraesCS7A02G335100.2	TraesCS7B02G246000.1	TraesCS7D02G342600.1
OG0020910	TraesCS7A02G335300.2	TraesCS7B02G246900.3	TraesCS7D02G342800.3
OG0020911	TraesCS7A02G335400.1	TraesCS7B02G247000.1	TraesCS7D02G342900.1
OG0020912	TraesCS7A02G335500.1	TraesCS7B02G247100.1	TraesCS7D02G343200.1
OG0020913	TraesCS7A02G335600.1	TraesCS7B02G247200.1	TraesCS7D02G343300.1
OG0020914	TraesCS7A02G335700.1	TraesCS7B02G247300.1	TraesCS7D02G343400.1
OG0020915	TraesCS7A02G335900.1	TraesCS7B02G247400.1	TraesCS7D02G343500.1
OG0020916	TraesCS7A02G336000.1	TraesCS7B02G247600.1	TraesCS7D02G343700.1
OG0020917	TraesCS7A02G336100.1	TraesCS7B02G247700.1	TraesCS7D02G343800.1
OG0020918	TraesCS7A02G336400.1	TraesCS7B02G248000.1	TraesCS7D02G344000.1
OG0020919	TraesCS7A02G336600.4	TraesCS7B02G248200.1	TraesCS7D02G344300.4
OG0020920	TraesCS7A02G336700.1	TraesCS7B02G248300.1	TraesCS7D02G344400.1
OG0020921	TraesCS7A02G336900.1	TraesCS7B02G248400.1	TraesCS7D02G344500.1
OG0020922	TraesCS7A02G337000.1	TraesCS7B02G248500.1	TraesCS7D02G344700.1
OG0020923	TraesCS7A02G337200.1	TraesCS7B02G248600.1	TraesCS7D02G344800.1
OG0020924	TraesCS7A02G337300.1	TraesCS7B02G248700.1	TraesCS7D02G344900.1
OG0020925	TraesCS7A02G337400.1	TraesCS7B02G248800.1	TraesCS7D02G345000.1
OG0020926	TraesCS7A02G337800.1	TraesCS7B02G249100.1	TraesCS7D02G345100.1
OG0020927	TraesCS7A02G337900.1	TraesCS7B02G249200.1	TraesCS7D02G345200.1
OG0020928	TraesCS7A02G338100.1	TraesCS7B02G249300.1	TraesCS7D02G345300.1
OG0020929	TraesCS7A02G338200.1	TraesCS7B02G249400.1	TraesCS7D02G345400.1
OG0020930	TraesCS7A02G338400.1	TraesCS7B02G249600.1	TraesCS7D02G345600.1
OG0020931	TraesCS7A02G338500.1	TraesCS7B02G249700.1	TraesCS7D02G345700.1
OG0020932	TraesCS7A02G338700.1	TraesCS7B02G250000.2	TraesCS7D02G345900.1
OG0020933	TraesCS7A02G338800.1	TraesCS7B02G250100.1	TraesCS7D02G346000.1
OG0020934	TraesCS7A02G338900.1	TraesCS7B02G250200.2	TraesCS7D02G346100.1
OG0020935	TraesCS7A02G339000.1	TraesCS7B02G250300.1	TraesCS7D02G346300.1
OG0020936	TraesCS7A02G339100.1	TraesCS7B02G250400.1	TraesCS7D02G346400.2
OG0020937	TraesCS7A02G339600.1	TraesCS7B02G251100.1	TraesCS7D02G347300.1
OG0020938	TraesCS7A02G339800.1	TraesCS7B02G251400.1	TraesCS7D02G347500.1
OG0020939	TraesCS7A02G340000.1	TraesCS7B02G251700.1	TraesCS7D02G347700.3
OG0020940	TraesCS7A02G340100.1	TraesCS7B02G251800.1	TraesCS7D02G347800.1
OG0020941	TraesCS7A02G340300.1	TraesCS7B02G251900.1	TraesCS7D02G347900.1
OG0020942	TraesCS7A02G340400.1	TraesCS7B02G252000.1	TraesCS7D02G348000.2
OG0020943	TraesCS7A02G340500.1	TraesCS7B02G241800.1	TraesCS7D02G338900.1
OG0020944	TraesCS7A02G340700.1	TraesCS7B02G241900.1	TraesCS7D02G338800.3
OG0020945	TraesCS7A02G341000.1	TraesCS7B02G242200.1	TraesCS7D02G338600.1
OG0020946	TraesCS7A02G341100.2	TraesCS7B02G242300.1	TraesCS7D02G338500.1
OG0020947	TraesCS7A02G341300.1	TraesCS7B02G242500.1	TraesCS7D02G338400.4
OG0020948	TraesCS7A02G341400.1	TraesCS7B02G242700.2	TraesCS7D02G338200.2
OG0020949	TraesCS7A02G341500.1	TraesCS7B02G241400.1	TraesCS7D02G338100.1
OG0020950	TraesCS7A02G341600.1	TraesCS7B02G241300.1	TraesCS7D02G338000.1
OG0020951	TraesCS7A02G341700.2	TraesCS7B02G241200.1	TraesCS7D02G337900.1
OG0020952	TraesCS7A02G341800.1	TraesCS7B02G241100.1	TraesCS7D02G337800.1
OG0020953	TraesCS7A02G341900.1	TraesCS7B02G241000.1	TraesCS7D02G337700.1
OG0020954	TraesCS7A02G342000.1	TraesCS7B02G240900.1	TraesCS7D02G337600.1
OG0020955	TraesCS7A02G342200.1	TraesCS7B02G240600.1	TraesCS7D02G337300.1
OG0020956	TraesCS7A02G342800.1	TraesCS7B02G240200.1	TraesCS7D02G336600.1
OG0020957	TraesCS7A02G342900.1	TraesCS7B02G240100.1	TraesCS7D02G336500.1
OG0020958	TraesCS7A02G343000.2	TraesCS7B02G240000.1	TraesCS7D02G336400.1
OG0020959	TraesCS7A02G343200.1	TraesCS7B02G239800.2	TraesCS7D02G336300.2
OG0020960	TraesCS7A02G343400.1	TraesCS7B02G239700.3	TraesCS7D02G336200.1
OG0020961	TraesCS7A02G343600.1	TraesCS7B02G239500.1	TraesCS7D02G336000.1
OG0020962	TraesCS7A02G343700.1	TraesCS7B02G239400.1	TraesCS7D02G335900.2
OG0020963	TraesCS7A02G344100.1	TraesCS7B02G239000.1	TraesCS7D02G335500.1
OG0020964	TraesCS7A02G344200.1	TraesCS7B02G238900.1	TraesCS7D02G335400.1
OG0020965	TraesCS7A02G344300.1	TraesCS7B02G238800.1	TraesCS7D02G335200.1
OG0020966	TraesCS7A02G344400.2	TraesCS7B02G238700.1	TraesCS7D02G335100.1
OG0020967	TraesCS7A02G344500.1	TraesCS7B02G238600.1	TraesCS7D02G335000.1
OG0020968	TraesCS7A02G344700.2	TraesCS7B02G238400.1	TraesCS7D02G334800.2
OG0020969	TraesCS7A02G345200.2	TraesCS7B02G238000.1	TraesCS7D02G334100.1
OG0020970	TraesCS7A02G345500.1	TraesCS7B02G237800.1	TraesCS7D02G333800.1
OG0020971	TraesCS7A02G345600.1	TraesCS7B02G237700.1	TraesCS7D02G333700.1
OG0020972	TraesCS7A02G345800.1	TraesCS7B02G237400.1	TraesCS7D02G333400.1
OG0020973	TraesCS7A02G345900.1	TraesCS7B02G237300.1	TraesCS7D02G333300.1
OG0020974	TraesCS7A02G346000.1	TraesCS7B02G237200.1	TraesCS7D02G333200.1
OG0020975	TraesCS7A02G346200.1	TraesCS7B02G237000.1	TraesCS7D02G332900.1
OG0020976	TraesCS7A02G346300.1	TraesCS7B02G236800.1	TraesCS7D02G332800.1
OG0020977	TraesCS7A02G346400.1	TraesCS7B02G236700.1	TraesCS7D02G332700.1
OG0020978	TraesCS7A02G346500.1	TraesCS7B02G236600.1	TraesCS7D02G332500.1
OG0020979	TraesCS7A02G346600.2	TraesCS7B02G236400.2	TraesCS7D02G332300.2
OG0020980	TraesCS7A02G347100.1	TraesCS7B02G236100.1	TraesCS7D02G331900.1
OG0020981	TraesCS7A02G347200.1	TraesCS7B02G236000.1	TraesCS7D02G331800.1
OG0020982	TraesCS7A02G347300.1	TraesCS7B02G235900.1	TraesCS7D02G331600.1
OG0020983	TraesCS7A02G347400.1	TraesCS7B02G235800.1	TraesCS7D02G331500.2
OG0020984	TraesCS7A02G347700.1	TraesCS7B02G235600.1	TraesCS7D02G331300.1
OG0020985	TraesCS7A02G347800.1	TraesCS7B02G235400.1	TraesCS7D02G331200.1
OG0020986	TraesCS7A02G348100.1	TraesCS7B02G235200.1	TraesCS7D02G330900.1
OG0020987	TraesCS7A02G348200.1	TraesCS7B02G234500.1	TraesCS7D02G330800.1
OG0020988	TraesCS7A02G348300.1	TraesCS7B02G234700.1	TraesCS7D02G330400.1
OG0020989	TraesCS7A02G348400.1	TraesCS7B02G234800.1	TraesCS7D02G330300.1
OG0020990	TraesCS7A02G348500.1	TraesCS7B02G234900.1	TraesCS7D02G330200.1
OG0020991	TraesCS7A02G348600.1	TraesCS7B02G235100.1	TraesCS7D02G330100.1
OG0020992	TraesCS7A02G348700.1	TraesCS7B02G137900.1	TraesCS7D02G329900.1
OG0020993	TraesCS7A02G348800.1	TraesCS7B02G233900.1	TraesCS7D02G329800.1
OG0020994	TraesCS7A02G348900.1	TraesCS7B02G233800.1	TraesCS7D02G329700.1
OG0020995	TraesCS7A02G349000.1	TraesCS7B02G233700.1	TraesCS7D02G329600.1
OG0020996	TraesCS7A02G349100.1	TraesCS7B02G233600.2	TraesCS7D02G329500.1
OG0020997	TraesCS7A02G349200.1	TraesCS7B02G233500.1	TraesCS7D02G329400.1
OG0020998	TraesCS7A02G349400.1	TraesCS7B02G233400.1	TraesCS7D02G329300.1
OG0020999	TraesCS7A02G349500.1	TraesCS7B02G233300.1	TraesCS7D02G329200.1
OG0021000	TraesCS7A02G349600.1	TraesCS7B02G233200.1	TraesCS7D02G329100.1
OG0021001	TraesCS7A02G349800.1	TraesCS7B02G233000.1	TraesCS7D02G328800.1
OG0021002	TraesCS7A02G349900.1	TraesCS7B02G232900.1	TraesCS7D02G328700.1
OG0021003	TraesCS7A02G350000.1	TraesCS7B02G232800.1	TraesCS7D02G328600.1
OG0021004	TraesCS7A02G350100.1	TraesCS7B02G232700.1	TraesCS7D02G328500.1
OG0021005	TraesCS7A02G350300.4	TraesCS7B02G232600.1	TraesCS7D02G328400.1
OG0021006	TraesCS7A02G350600.1	TraesCS7B02G232300.1	TraesCS7D02G328200.1
OG0021007	TraesCS7A02G350700.1	TraesCS7B02G232200.1	TraesCS7D02G328100.1
OG0021008	TraesCS7A02G350800.1	TraesCS7B02G232100.1	TraesCS7D02G328000.1
OG0021009	TraesCS7A02G350900.1	TraesCS7B02G232000.1	TraesCS7D02G327900.1
OG0021010	TraesCS7A02G351000.1	TraesCS7B02G231900.1	TraesCS7D02G327800.1
OG0021011	TraesCS7A02G351100.1	TraesCS7B02G231800.1	TraesCS7D02G327700.1
OG0021012	TraesCS7A02G351200.1	TraesCS7B02G231700.1	TraesCS7D02G327600.1
OG0021013	TraesCS7A02G351300.1	TraesCS7B02G276800.1	TraesCS7D02G371700.1
OG0021014	TraesCS7A02G351400.2	TraesCS7B02G276700.1	TraesCS7D02G371600.2
OG0021015	TraesCS7A02G351500.1	TraesCS7B02G276600.1	TraesCS7D02G371500.1
OG0021016	TraesCS7A02G351700.2	TraesCS7B02G276400.1	TraesCS7D02G371200.1
OG0021017	TraesCS7A02G352000.1	TraesCS7B02G276100.1	TraesCS7D02G370900.1
OG0021018	TraesCS7A02G352100.1	TraesCS7B02G276000.1	TraesCS7D02G370800.1
OG0021019	TraesCS7A02G352300.1	TraesCS7B02G275700.1	TraesCS7D02G370700.1
OG0021020	TraesCS7A02G352500.1	TraesCS7B02G275600.1	TraesCS7D02G370600.1
OG0021021	TraesCS7A02G352600.1	TraesCS7B02G275500.1	TraesCS7D02G370500.1
OG0021022	TraesCS7A02G353000.1	TraesCS7B02G274500.1	TraesCS7D02G369700.1
OG0021023	TraesCS7A02G353100.1	TraesCS7B02G274400.1	TraesCS7D02G369600.1
OG0021024	TraesCS7A02G353200.1	TraesCS7B02G274300.1	TraesCS7D02G369500.1
OG0021025	TraesCS7A02G353900.1	TraesCS7B02G273700.1	TraesCS7D02G368800.1
OG0021026	TraesCS7A02G354000.1	TraesCS7B02G273600.1	TraesCS7D02G368700.1
OG0021027	TraesCS7A02G354300.1	TraesCS7B02G273400.1	TraesCS7D02G368400.1
OG0021028	TraesCS7A02G354400.1	TraesCS7B02G273300.1	TraesCS7D02G368300.1
OG0021029	TraesCS7A02G354600.2	TraesCS7B02G273100.1	TraesCS7D02G368200.1
OG0021030	TraesCS7A02G354700.1	TraesCS7B02G273000.1	TraesCS7D02G368100.1
OG0021031	TraesCS7A02G354800.1	TraesCS7B02G272900.1	TraesCS7D02G368000.1
